ACTION_TYPE,EVENTTIME,GAME_DATE,GAME_EVENT_ID,HTM,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,QUARTER,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_TIME,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME,VTM
Jump Shot,693,20151114,9385,HOU,-220.3745,20.3112,11,4,201977,Marcus Thornton,4.0,33,1,20,697.3,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612745,Houston Rockets,DAL
Step Back Jump shot,383,20160118,1767,MEM,-229.8483,-1.5404,6,4,203076,Anthony Davis,4.0,23,1,22,386.04,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612740,New Orleans Pelicans,NOP
Layup Shot,131,20151209,964,UTA,-187.4393,129.0129,2,2,202324,Derrick Favors,2.0,11,1,1,144.81,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612762,Utah Jazz,NYK
Running Jump Shot,491,20151111,9449,HOU,-22.708,102.4381,8,2,201977,Marcus Thornton,2.0,11,1,4,493.65,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612745,Houston Rockets,BKN
Running Layup Shot,42,20160120,7942,HOU,215.2613,75.2393,0,1,201935,James Harden,1.0,42,1,2,39.53,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612745,Houston Rockets,DET
Jump Shot,510,20160106,1967,WAS,18.5146,142.3506,8,1,101162,Marcin Gortat,1.0,30,1,15,512.62,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612764,Washington Wizards,CLE
Layup Shot,603,20151123,8453,SAS,-221.5265,13.6534,10,1,202695,Kawhi Leonard,1.0,3,1,0,573.77,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612759,San Antonio Spurs,PHX
Pullup Jump shot,183,20160109,1790,LAC,131.5042,104.4314,3,3,2037,Jamal Crawford,3.0,3,1,18,186.13,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612746,LA Clippers,CHA
Jump Shot,477,20160113,8513,SAC,70.5675,184.4627,7,1,201967,Dante Cunningham,1.0,57,1,23,464.82,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612740,New Orleans Pelicans,NOP
Jump Shot,244,20160113,1471,SAC,4.2691,11.924,4,3,201583,Ryan Anderson,3.0,4,1,4,254.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612740,New Orleans Pelicans,NOP
Dunk Shot,587,20160123,7495,SAC,158.6561,208.8953,9,3,201941,Jordan Hill,3.0,47,1,0,562.34,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612754,Indiana Pacers,IND
Reverse Layup Shot,178,20151227,3572,OKC,12.3586,238.4366,2,1,201586,Serge Ibaka,1.0,58,1,0,187.82,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612760,Oklahoma City Thunder,DEN
Layup Shot,194,20151215,7395,SAC,214.6423,15.3969,3,2,201954,Darren Collison,2.0,14,1,2,188.37,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612758,Sacramento Kings,HOU
Jump Shot,323,20151223,8050,MIN,218.9443,51.072,5,1,2225,Tony Parker,1.0,23,1,22,325.98,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612759,San Antonio Spurs,SAS
Jump Shot,236,20151028,677,DET,-97.8241,70.5257,3,1,202694,Marcus Morris,1.0,56,1,11,238.59,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612765,Detroit Pistons,UTA
Layup Shot,305,20151127,714,NYK,-1.1414,3.4852,5,1,2546,Carmelo Anthony,1.0,5,1,2,307.53,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks,MIA
Jump Shot,550,20151030,1043,DET,65.715,258.2684,9,3,202703,Nikola Mirotic,3.0,10,1,27,554.17,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612741,Chicago Bulls,CHI
Layup Shot,376,20151209,2178,BOS,-46.5473,4.2492,6,3,203096,Jared Sullinger,3.0,16,1,0,378.65,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612738,Boston Celtics,CHI
Jump Shot,472,20160118,872,ATL,5.817,208.921,7,1,202699,Tobias Harris,1.0,52,1,23,440.94,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612753,Orlando Magic,ORL
Jump Bank Shot,185,20151108,1481,CLE,-53.7773,39.2314,3,3,101145,Monta Ellis,3.0,5,1,11,210.75,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612754,Indiana Pacers,IND
Jump Shot,305,20151111,189,BOS,-123.1478,205.0462,5,2,202738,Isaiah Thomas,2.0,5,1,24,306.94,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612738,Boston Celtics,IND
Pullup Jump shot,672,20160115,6414,MIL,53.3488,165.6082,11,4,203471,Dennis Schroder,4.0,12,1,16,675.55,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612737,Atlanta Hawks,ATL
Jump Shot,546,20160120,5626,DAL,31.7781,239.7394,9,4,204014,Damjan Rudez,4.0,6,1,24,549.16,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612750,Minnesota Timberwolves,MIN
Driving Layup Shot,644,20151207,663,MIA,0.5987,130.0,10,1,203490,Otto Porter Jr.,1.0,44,1,2,669.89,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612764,Washington Wizards,WAS
Jump Shot,454,20151103,8588,MIA,-219.8386,14.0703,7,1,201609,Goran Dragic,1.0,34,1,24,478.42,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612748,Miami Heat,ATL
Layup Shot,654,20151117,1821,GSW,156.5587,205.8464,10,2,2571,Leandro Barbosa,2.0,54,1,2,671.2,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,TOR
Layup Shot,307,20151207,8670,CHA,-49.8137,264.3337,5,3,202704,Reggie Jackson,3.0,7,1,1,318.26,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612765,Detroit Pistons,DET
Layup Shot,64,20151207,7105,NYK,-154.1496,149.2341,1,2,202718,Chandler Parsons,2.0,4,1,1,88.95,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612742,Dallas Mavericks,DAL
Step Back Jump shot,66,20151221,6778,LAC,-11.6164,150.531,1,3,202362,Lance Stephenson,3.0,6,1,15,69.73,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612746,LA Clippers,OKC
Jump Shot,4,20151106,3233,GSW,158.0405,201.1546,0,2,1626144,Emmanuel Mudiay,2.0,4,1,25,7.95,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612743,Denver Nuggets,DEN
Jump Shot,287,20160101,3916,TOR,203.9469,116.6529,4,3,203082,Terrence Ross,3.0,47,1,24,289.9,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612761,Toronto Raptors,CHA
Jump Shot,265,20151113,1974,CHI,43.0867,253.0394,4,3,201587,Nicolas Batum,3.0,25,1,26,274.8,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612766,Charlotte Hornets,CHA
Pullup Jump shot,323,20151225,3908,LAL,-89.5084,144.2621,5,3,203903,Jordan Clarkson,3.0,23,1,20,325.76,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAC
Driving Layup Shot,376,20160115,8097,MIL,37.8559,65.1761,6,4,203114,Khris Middleton,4.0,16,1,3,356.66,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612749,Milwaukee Bucks,ATL
Jump Shot,655,20151127,2302,PHX,-85.1223,231.8321,10,3,203084,Harrison Barnes,3.0,55,1,24,639.23,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,GSW
Jump Shot,36,20151223,838,CHA,-70.9844,258.9281,0,4,202689,Kemba Walker,4.0,36,1,27,39.82,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612766,Charlotte Hornets,BOS
Jump Shot,267,20151209,4712,DET,-223.3663,35.5214,4,3,2440,Matt Barnes,3.0,27,1,25,270.22,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612763,Memphis Grizzlies,MEM
Tip Layup Shot,496,20151124,2636,DEN,188.7964,159.5692,8,2,201581,JJ Hickson,2.0,16,1,1,491.85,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612743,Denver Nuggets,LAC
Driving Layup Shot,700,20151112,283,MIA,-34.3695,81.2499,11,1,201609,Goran Dragic,1.0,40,1,2,702.44,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612748,Miami Heat,UTA
Turnaround Jump Shot,571,20151123,7425,CLE,-224.8425,11.0481,9,1,202696,Nikola Vucevic,1.0,31,1,10,600.63,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612753,Orlando Magic,ORL
Dunk Shot,89,20160112,2927,IND,125.6763,188.5726,1,1,202693,Markieff Morris,1.0,29,1,0,74.37,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns,PHX
Floating Jump shot,273,20151205,2409,UTA,18.225,123.5433,4,4,202331,Paul George,4.0,33,1,4,280.71,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612754,Indiana Pacers,IND
Jump Shot,274,20151205,3520,LAC,-147.0131,71.768,4,2,202699,Tobias Harris,2.0,34,1,5,283.59,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612753,Orlando Magic,ORL
Jump Shot,333,20151120,7051,MIN,45.6492,11.0205,5,4,1626169,Stanley Johnson,4.0,33,1,23,334.47,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612765,Detroit Pistons,DET
Layup Shot,54,20151106,733,NYK,16.8211,249.5762,0,3,203948,Johnny O'Bryant III,3.0,54,1,1,64.49,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612749,Milwaukee Bucks,MIL
Jump Shot,587,20160104,7502,CLE,-228.8122,37.7843,9,1,2449,Luis Scola,1.0,47,1,24,557.09,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612761,Toronto Raptors,TOR
Jump Shot,399,20151028,6398,MEM,-67.805,185.4604,6,2,201144,Mike Conley,2.0,39,1,19,402.43,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612763,Memphis Grizzlies,CLE
Jump Shot,477,20151228,3203,CHI,98.1452,148.6988,7,1,2449,Luis Scola,1.0,57,1,15,466.09,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612761,Toronto Raptors,TOR
Jump Shot,664,20151225,1608,GSW,200.8411,147.9025,11,3,202681,Kyrie Irving,3.0,4,1,24,666.39,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612739,Cleveland Cavaliers,CLE
Driving Floating Jump Shot,209,20151221,7903,SAS,-150.15,9.9012,3,1,101139,CJ Miles,1.0,29,1,6,198.3,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612754,Indiana Pacers,IND
Jump Shot,591,20160113,3161,CHA,-193.2792,165.3526,9,4,202391,Jeremy Lin,4.0,51,1,26,593.6,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612766,Charlotte Hornets,ATL
Turnaround Fadeaway Bank Jump Shot,469,20151220,2725,TOR,-224.3819,-7.9218,7,1,200768,Kyle Lowry,1.0,49,1,16,496.18,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612761,Toronto Raptors,SAC
Jump Shot,195,20160102,5408,CHA,-196.7533,165.2121,3,1,203798,PJ Hairston,1.0,15,1,26,198.36,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612766,Charlotte Hornets,OKC
Pullup Jump shot,505,20151120,8665,POR,-81.0132,231.7007,8,2,2037,Jamal Crawford,2.0,25,1,24,507.76,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612746,LA Clippers,LAC
Jump Shot,679,20151219,2993,NYK,-86.3946,238.7055,11,1,101181,Jose Calderon,1.0,19,1,24,681.21,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612752,New York Knicks,CHI
Pullup Jump shot,469,20151212,5470,HOU,-197.5417,157.6565,7,1,1626156,D'Angelo Russell,1.0,49,1,16,449.98,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL
Jump Shot,373,20160118,6698,NYK,-96.4258,61.2558,6,3,203138,Hollis Thompson,3.0,13,1,25,381.69,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612755,Philadelphia 76ers,PHI
Jump Shot,123,20151219,2988,HOU,-183.2205,164.7891,2,4,203143,Pablo Prigioni,4.0,3,1,24,125.46,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612746,LA Clippers,LAC
Pullup Bank shot,699,20151218,7340,PHI,175.9602,123.8369,11,3,204001,Kristaps Porzingis,3.0,39,1,12,705.34,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612752,New York Knicks,NYK
Putback Dunk Shot,133,20151205,1050,LAC,-0.7898,14.4679,2,2,203901,Elfrid Payton,2.0,13,1,0,130.99,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612753,Orlando Magic,ORL
Driving Finger Roll Layup Shot,643,20151223,3368,IND,30.0168,40.2849,10,4,201954,Darren Collison,4.0,43,1,0,646.45,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612758,Sacramento Kings,SAC
Jump Shot,443,20151204,6465,DET,-142.2547,41.7259,7,4,203953,Jabari Parker,4.0,23,1,10,446.97,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612749,Milwaukee Bucks,MIL
Turnaround Bank shot,243,20151106,7995,PHX,33.4168,134.388,4,2,202693,Markieff Morris,2.0,3,1,7,227.18,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612756,Phoenix Suns,DET
Jump Shot,194,20151101,5591,CHA,153.9706,116.1422,3,1,201150,Spencer Hawes,1.0,14,1,19,195.93,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612766,Charlotte Hornets,ATL
Step Back Jump shot,166,20151118,6794,PHX,-68.5459,-28.0121,2,1,203926,Doug McDermott,1.0,46,1,19,154.08,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612741,Chicago Bulls,CHI
Tip Layup Shot,637,20151227,5500,BOS,67.3371,67.7278,10,1,201577,Robin Lopez,1.0,37,1,0,640.51,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks,NYK
Alley Oop Layup shot,578,20151201,6399,POR,-54.2184,278.6942,9,2,203939,Dwight Powell,2.0,38,1,1,568.89,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612742,Dallas Mavericks,DAL
Running Layup Shot,429,20160103,4112,LAL,-44.7855,18.5611,7,4,101179,Ronnie Price,4.0,9,1,1,436.05,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns,PHX
Jump Shot,355,20151229,2342,HOU,170.3585,76.2042,5,4,201935,James Harden,4.0,55,1,23,332.24,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612745,Houston Rockets,ATL
Driving Layup Shot,43,20151212,342,ATL,-52.0392,171.4539,0,1,1938,Manu Ginobili,1.0,43,1,2,33.81,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612759,San Antonio Spurs,SAS
Jump Shot,110,20151202,3515,NYK,157.1735,186.8546,1,2,2546,Carmelo Anthony,2.0,50,1,24,112.97,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612752,New York Knicks,PHI
Jump Shot,461,20160108,4463,MEM,-24.6543,223.5558,7,2,200751,Randy Foye,2.0,41,1,23,481.9,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612743,Denver Nuggets,DEN
Pullup Jump shot,3,20151120,5670,GSW,-133.3853,141.2919,0,2,2550,Kirk Hinrich,2.0,3,1,18,2.84,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612741,Chicago Bulls,CHI
Jump Shot,516,20160110,8542,HOU,168.2559,18.4539,8,1,2772,Trevor Ariza,1.0,36,1,23,518.38,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612745,Houston Rockets,IND
Jump Shot,202,20151129,3709,LAC,-12.5417,6.1994,3,2,203952,Andrew Wiggins,2.0,22,1,20,203.21,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612750,Minnesota Timberwolves,MIN
Jump Shot,390,20151217,3776,CLE,-206.5857,88.0497,6,2,201586,Serge Ibaka,2.0,30,1,23,359.08,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612760,Oklahoma City Thunder,OKC
Jump Shot,237,20151219,5861,WAS,-22.0284,140.1071,3,2,202689,Kemba Walker,2.0,57,1,9,239.15,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612766,Charlotte Hornets,CHA
Cutting Layup Shot,290,20160122,2067,HOU,-20.7857,43.7439,4,1,201935,James Harden,1.0,50,1,3,296.73,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612745,Houston Rockets,MIL
Dunk Shot,571,20151202,8066,WAS,-43.7951,101.2871,9,2,101138,Brandon Bass,2.0,31,1,0,573.98,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL
Jump Shot,131,20151205,6102,MIA,-179.6721,33.9747,2,2,2747,JR Smith,2.0,11,1,20,136.28,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612739,Cleveland Cavaliers,CLE
Step Back Jump shot,142,20151229,2416,HOU,-135.0482,233.612,2,1,201935,James Harden,1.0,22,1,15,134.3,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612745,Houston Rockets,ATL
Jump Shot,463,20151118,3863,ATL,-91.5052,233.1995,7,2,202714,Shelvin Mack,2.0,43,1,24,465.24,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612737,Atlanta Hawks,SAC
Jump Shot,523,20160109,3697,LAC,-51.4822,255.9259,8,4,203085,Austin Rivers,4.0,43,1,25,511.19,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612746,LA Clippers,CHA
Jump Shot,640,20160112,1675,DAL,158.332,64.3022,10,1,201567,Kevin Love,1.0,40,1,23,633.14,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612739,Cleveland Cavaliers,CLE
Jump Shot,524,20160118,2306,NYK,186.7393,176.5753,8,2,204038,Langston Galloway,2.0,44,1,8,543.3,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612752,New York Knicks,PHI
Driving Layup Shot,222,20160104,7490,GSW,-92.1535,42.8517,3,3,202689,Kemba Walker,3.0,42,1,2,239.09,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612766,Charlotte Hornets,CHA
Jump Shot,393,20151221,6621,CHI,4.8248,7.8005,6,3,202703,Nikola Mirotic,3.0,33,1,9,395.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612741,Chicago Bulls,BKN
Fadeaway Jump Shot,2,20151102,8089,LAC,85.0779,95.6411,0,2,101108,Chris Paul,2.0,2,1,12,3.65,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612746,LA Clippers,PHX
Jump Shot,696,20151216,8434,NYK,-158.1659,16.0882,11,3,1626157,Karl-Anthony Towns,3.0,36,1,17,699.74,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612750,Minnesota Timberwolves,MIN
Step Back Jump shot,685,20151103,7206,DAL,73.8861,107.4111,11,1,101114,Deron Williams,1.0,25,1,12,687.93,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612742,Dallas Mavericks,TOR
Jump Bank Shot,275,20151111,7028,PHI,46.5103,95.6041,4,1,201942,DeMar DeRozan,1.0,35,1,6,260.11,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612761,Toronto Raptors,TOR
Jump Shot,120,20151229,6936,HOU,14.5728,254.0574,2,3,201935,James Harden,3.0,0,1,24,124.54,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612745,Houston Rockets,ATL
Driving Layup Shot,71,20151111,2447,ORL,179.6228,179.5437,1,2,203095,Evan Fournier,2.0,11,1,1,81.29,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612753,Orlando Magic,LAL
Jump Shot,358,20151226,4080,CHA,218.63,89.5595,5,3,201144,Mike Conley,3.0,58,1,25,361.67,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612763,Memphis Grizzlies,MEM
Jump Shot,529,20160112,1972,DET,183.1183,24.7717,8,2,201988,Patty Mills,2.0,49,1,18,539.64,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs,SAS
Layup Shot,267,20151120,7688,CHA,-215.0992,-15.0644,4,3,2744,Al Jefferson,3.0,27,1,1,283.28,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612766,Charlotte Hornets,PHI
Jump Shot,50,20160121,195,DEN,-17.1723,163.5533,0,3,201145,Jeff Green,3.0,50,1,11,54.91,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612763,Memphis Grizzlies,MEM
Running Dunk Shot,218,20160123,4699,MIN,168.9605,329.3011,3,2,203498,Shabazz Muhammad,2.0,38,1,1,214.31,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612750,Minnesota Timberwolves,MEM
Layup Shot,305,20151206,6653,BKN,87.6396,202.9484,5,3,201572,Brook Lopez,3.0,5,1,2,288.07,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612751,Brooklyn Nets,GSW
Jump Shot,346,20151114,3551,GSW,57.1381,238.5465,5,4,101127,Jarrett Jack,4.0,46,1,24,348.39,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612751,Brooklyn Nets,BKN
Fadeaway Jump Shot,0,20160105,1125,ATL,213.7694,-19.4864,0,3,203145,Kent Bazemore,3.0,0,1,21,2.71,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612737,Atlanta Hawks,NYK
Driving Layup Shot,25,20151207,2174,NYK,-160.832,203.3464,0,4,101114,Deron Williams,4.0,25,1,1,44.82,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612742,Dallas Mavericks,DAL
Jump Shot,399,20160104,487,POR,-129.5844,241.3857,6,2,2754,Tony Allen,2.0,39,1,5,422.63,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612763,Memphis Grizzlies,MEM
Jump Shot,526,20160102,3385,UTA,-217.9856,-2.7864,8,3,203526,Raul Neto,3.0,46,1,23,529.47,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612762,Utah Jazz,MEM
Floating Jump shot,425,20151212,3183,POR,-114.955,4.6441,7,1,2546,Carmelo Anthony,1.0,5,1,14,427.98,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612752,New York Knicks,NYK
Jump Shot,575,20160119,143,PHX,-66.5192,253.9514,9,1,202688,Brandon Knight,1.0,35,1,23,578.43,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612756,Phoenix Suns,IND
Jump Shot,428,20151218,8705,GSW,-77.7967,-3.2178,7,3,202328,Greg Monroe,3.0,8,1,5,445.48,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612749,Milwaukee Bucks,MIL
Jump Shot,227,20160120,1202,DAL,-183.2227,161.329,3,3,2734,Devin Harris,3.0,47,1,24,229.65,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612742,Dallas Mavericks,MIN
Jump Shot,650,20151218,8372,MIA,199.5748,149.1653,10,2,202709,Cory Joseph,2.0,50,1,24,652.83,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612761,Toronto Raptors,TOR
Pullup Jump shot,293,20151210,1190,OKC,-116.728,219.6194,4,4,201142,Kevin Durant,4.0,53,1,24,295.14,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612760,Oklahoma City Thunder,ATL
Jump Shot,114,20151221,910,CHI,38.7751,190.4598,1,4,202710,Jimmy Butler,4.0,54,1,18,126.8,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612741,Chicago Bulls,BKN
Jump Shot,564,20160108,8580,SAS,-14.1645,208.4114,9,2,2561,David West,2.0,24,1,16,538.71,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612759,San Antonio Spurs,NYK
Jump Shot,603,20151211,4284,NOP,148.4475,194.0465,10,3,201569,Eric Gordon,3.0,3,1,20,594.16,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612740,New Orleans Pelicans,WAS
Jump Shot,80,20151110,4258,CLE,231.104,26.2408,1,3,2210,Richard Jefferson,3.0,20,1,22,82.47,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612739,Cleveland Cavaliers,UTA
Floating Jump shot,205,20151215,4807,MIN,-32.7446,106.6904,3,2,203952,Andrew Wiggins,2.0,25,1,5,194.11,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612750,Minnesota Timberwolves,DEN
Jump Shot,275,20151030,2651,CLE,-25.5291,69.3865,4,3,201567,Kevin Love,3.0,35,1,25,263.82,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612739,Cleveland Cavaliers,MIA
Driving Finger Roll Layup Shot,125,20151206,757,BKN,-86.2023,253.1842,2,2,101127,Jarrett Jack,2.0,5,1,2,113.8,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612751,Brooklyn Nets,GSW
Cutting Dunk Shot,224,20151226,8472,PHX,-8.4419,3.2254,3,3,201171,Carl Landry,3.0,44,1,0,225.9,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612755,Philadelphia 76ers,PHI
Jump Shot,108,20151226,2594,ORL,212.2145,81.5554,1,1,203095,Evan Fournier,1.0,48,1,24,94.28,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612753,Orlando Magic,MIA
Tip Layup Shot,72,20160102,7456,IND,19.923,211.7645,1,1,203083,Andre Drummond,1.0,12,1,1,55.67,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612765,Detroit Pistons,DET
Cutting Layup Shot,267,20160122,3032,ORL,-0.816,16.7174,4,5,202689,Kemba Walker,5.0,27,1,1,283.19,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612766,Charlotte Hornets,CHA
Jump Shot,239,20151114,8763,WAS,-79.5423,31.9893,3,1,203490,Otto Porter Jr.,1.0,59,1,23,217.51,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612764,Washington Wizards,ORL
Jump Shot,663,20151102,7997,GSW,10.0916,241.5196,11,4,1713,Vince Carter,4.0,3,1,25,666.06,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612763,Memphis Grizzlies,MEM
